Net Lots,TradingSymbol,BuyQty,BuyAvgPrice,SellQty,NetQty,LastTrade,MarkToMarket,NetValue,Square Off,Context,Actual Buy,RealizedM,Indicator,Actual Sell,Actual Buy Price,Actual Sell Price,Actual Mark,Actual Realized
0,NIFTY 09APR2025 PE 22400,5100,61.15,5100,0,1.85,340983.75,340983.75,Excluded,Square Off Context,61.15,340983.75,N,128.01,311883.75,652867.50,340983.75
0,NIFTY 09APR2025 CE 22450,14100,57.69,14100,0,0.30,940072.50,940072.50,Excluded,0.00,57.69,940072.50,N,124.36,813450.00,1753522.50,940072.50
0,NIFTY 09APR2025 PE 22350,14100,41.75,14100,0,0.30,1146727.50,1146727.50,Excluded,0.00,41.75,1146727.50,N,123.08,588682.50,1735410.00,1146727.50
0,NIFTY 09APR2025 CE 22400,5100,76.93,5100,0,0.85,244492.50,244492.50,Excluded,0.00,76.93,244492.50,N,124.87,392366.25,636858.75,244492.50
NA,NA,38400,NA,38400,0,0.00,NA,2672276.25,2672276.25,NA,NA,NA,NA,NA,2106382.50,4778658.75,2672276.25
