TradingSymbol,BuyQty,BuyAvgPrice,SellQty,SellAvgPrice,NetQty,NetValue,LastTrade,MarkToMarket,BEP,Square Off,RealizedM,Unrealized,Indicator,Actual Buy Price,Actual Sell Price,Actual Buy,Actual Sell,Actual Mark,Actual Realized
NIFTY 15MAY2025 PE 24600,8925,85.95,8925,55.18,0,-274567.50,8.80,-274567.50,0.00,-274567.50,0.00,N,85.95,55.18,767070.00,492502.50,-274567.50,-274567.50
NIFTY 15MAY2025 PE 24550,28200,87.69,28200,55.98,0,-894112.50,7.10,-894112.50,0.00,Excluded,-894112.50,0.00,N,87.69,55.98,2472780.00,1578667.50,-894112.50,-894112.50
NIFTY 15MAY2025 PE 24650,1875,109.96,1875,73.42,0,-68512.50,10.90,-68512.50,0.00,Excluded,-68512.50,0.00,N,109.96,73.42,206178.75,137666.25,-68512.50,-68512.50
NIFTY 15MAY2025 CE 24650,32025,53.83,32025,53.12,0,-22533.75,371.25,-22533.75,0.00,Excluded,-22533.75,0.00,N,53.83,53.12,1723818.75,1701285.00,-22533.75,-22533.75
NIFTY 15MAY2025 CE 24700,8925,44.62,8925,43.55,0,-9611.25,323.95,-9611.25,0.00,Excluded,-9611.25,0.00,N,44.62,43.55,398268.75,388657.50,-9611.25,-9611.25
NA,79950.00,NA,79950.00,NA,0.00,-1269337.50,NA,-1269337.50,NA,NA,NA,NA,NA,NA,NA,5568116.25,4298778.75,-1269337.50,NA
