timestamp,Call oi,Put oi,Inverse OI_ratio
2025-04-16 09:15:00+05:30,10671150,15436725,-0.6912832870961944
2025-04-16 09:16:00+05:30,11228925,15573450,-0.7210300222494053
2025-04-16 09:17:00+05:30,11268000,15770175,-0.7145133138979117
2025-04-16 09:18:00+05:30,11289900,15844650,-0.7125370393161099
2025-04-16 09:19:00+05:30,11315775,15951600,-0.7093818174979313
2025-04-16 09:20:00+05:30,11495325,16007400,-0.7181256793732899
2025-04-16 09:21:00+05:30,11526600,16231875,-0.7101212891301837
2025-04-16 09:22:00+05:30,11527425,16233225,-0.7101130551692594
2025-04-16 09:23:00+05:30,11527125,16427700,-0.7016883069449771
2025-04-16 09:24:00+05:30,11561400,16452150,-0.7027288226766715
2025-04-16 09:25:00+05:30,11567925,16454400,-0.7030292809218203
2025-04-16 09:26:00+05:30,11568900,16457100,-0.7029731848260021
2025-04-16 09:27:00+05:30,11632125,16509375,-0.7045769449176604
2025-04-16 09:28:00+05:30,11676075,16512975,-0.7070848832508981
2025-04-16 09:29:00+05:30,11671800,16511700,-0.706880575591853
2025-04-16 09:30:00+05:30,11703975,16539975,-0.7076174540771676
2025-04-16 09:31:00+05:30,11706525,16544925,-0.7075598710782913
2025-04-16 09:32:00+05:30,11706525,16572975,-0.7063623157580338
2025-04-16 09:33:00+05:30,11715525,16547700,-0.7079850976268606
2025-04-16 09:34:00+05:30,11715375,16559250,-0.707482222926763
2025-04-16 09:35:00+05:30,11713275,16563675,-0.7071664349849898
2025-04-16 09:36:00+05:30,11809050,16579800,-0.7122552744906453
2025-04-16 09:37:00+05:30,11806425,16587375,-0.711771754120227
2025-04-16 09:38:00+05:30,11806125,16588575,-0.7117021805670469
2025-04-16 09:39:00+05:30,11836500,16592100,-0.7133816695897445
2025-04-16 09:40:00+05:30,11835975,16594800,-0.7132339648564611
2025-04-16 09:41:00+05:30,11836425,16594050,-0.7132933189908431
2025-04-16 09:42:00+05:30,11857350,16597125,-0.7144219254840823
2025-04-16 09:43:00+05:30,11857050,16597275,-0.7143973935480372
2025-04-16 09:44:00+05:30,11857875,16598550,-0.7143922210072566
2025-04-16 09:45:00+05:30,11863725,16625025,-0.713606445704593
2025-04-16 09:46:00+05:30,11865450,16627125,-0.7136200636008931
2025-04-16 09:47:00+05:30,11906850,16626825,-0.7161228917727829
2025-04-16 09:48:00+05:30,11911275,16647900,-0.7154821328816247
2025-04-16 09:49:00+05:30,11926200,16646400,-0.7164431949250288
2025-04-16 09:50:00+05:30,11942850,16646850,-0.7174240171563989
2025-04-16 09:51:00+05:30,11946525,16663125,-0.7169438505682457
2025-04-16 09:52:00+05:30,11944350,16665975,-0.7166907426658207
2025-04-16 09:53:00+05:30,11945025,16664625,-0.7167893066900696
2025-04-16 09:54:00+05:30,11956425,16699200,-0.7159878916355275
2025-04-16 09:55:00+05:30,11955525,16706550,-0.7156190236763426
2025-04-16 09:56:00+05:30,11961600,16704750,-0.7160598033493467
2025-04-16 09:57:00+05:30,11974275,16713525,-0.7164422226909045
2025-04-16 09:58:00+05:30,11973900,16711950,-0.7164873039950455
2025-04-16 09:59:00+05:30,11974200,16713450,-0.7164409502526409
2025-04-16 10:00:00+05:30,11977875,16717425,-0.7164904284003069
2025-04-16 10:01:00+05:30,11977950,16719375,-0.7164113491084445
2025-04-16 10:02:00+05:30,11983800,16719150,-0.716770888472201
2025-04-16 10:03:00+05:30,11986800,16729800,-0.7164939210271491
2025-04-16 10:04:00+05:30,11989125,16724175,-0.7168739265165547
2025-04-16 10:05:00+05:30,11989875,16726500,-0.7168191193614922
2025-04-16 10:06:00+05:30,11993550,16737300,-0.716576150275134
2025-04-16 10:07:00+05:30,11999250,16739775,-0.7168107098213685
2025-04-16 10:08:00+05:30,11999175,16740150,-0.7167901721310741
2025-04-16 10:09:00+05:30,12012300,16756650,-0.7168676316566855
2025-04-16 10:10:00+05:30,12011475,16744800,-0.7173256772251684
2025-04-16 10:11:00+05:30,12006525,16746600,-0.7169529934434452
2025-04-16 10:12:00+05:30,12026925,16766025,-0.7173390830563595
2025-04-16 10:13:00+05:30,12027000,16768500,-0.717237677788711
2025-04-16 10:14:00+05:30,12028125,16766325,-0.7173978197368833
2025-04-16 10:15:00+05:30,11991225,16774050,-0.7148676080016454
2025-04-16 10:16:00+05:30,11991825,16775250,-0.7148522376715697
2025-04-16 10:17:00+05:30,11991750,16803825,-0.7136321641054938
2025-04-16 10:18:00+05:30,11989350,16836375,-0.7121099405305477
2025-04-16 10:19:00+05:30,11987700,16840725,-0.711828024031032
2025-04-16 10:20:00+05:30,11987550,16842075,-0.7117620601974519
2025-04-16 10:21:00+05:30,11986725,16850550,-0.7113551189723778
2025-04-16 10:22:00+05:30,11989350,16850250,-0.711523567899586
2025-04-16 10:23:00+05:30,11989200,16851525,-0.7114608321798769
2025-04-16 10:24:00+05:30,11982075,16869525,-0.7102793350731571
2025-04-16 10:25:00+05:30,11981925,16870950,-0.7102104505081219
2025-04-16 10:26:00+05:30,11981775,16872225,-0.7101478909865178
2025-04-16 10:27:00+05:30,11987025,16891050,-0.7096672498157308
2025-04-16 10:28:00+05:30,11987250,16895025,-0.7095135994175801
2025-04-16 10:29:00+05:30,11987550,16894875,-0.7095376556500123
2025-04-16 10:30:00+05:30,11993475,16909350,-0.7092806642478865
2025-04-16 10:31:00+05:30,11991525,16911300,-0.7090835713398733
2025-04-16 10:32:00+05:30,11990625,16911525,-0.7090209191660717
2025-04-16 10:33:00+05:30,11996775,16910925,-0.7094097454751884
2025-04-16 10:34:00+05:30,11991525,16913325,-0.7089986741223266
2025-04-16 10:35:00+05:30,11991075,16913625,-0.7089594927166707
2025-04-16 10:36:00+05:30,11985750,16916325,-0.7085315516224712
2025-04-16 10:37:00+05:30,11994825,16919400,-0.7089391467782545
2025-04-16 10:38:00+05:30,11996850,16920075,-0.7090305450773711
2025-04-16 10:39:00+05:30,11996925,16922550,-0.7089312780875223
2025-04-16 10:40:00+05:30,11993475,16923900,-0.7086708737347774
2025-04-16 10:41:00+05:30,11993025,16925550,-0.7085752013967049
2025-04-16 10:42:00+05:30,11998275,16925700,-0.7088791010120704
2025-04-16 10:43:00+05:30,12011700,16924875,-0.7097068663727206
2025-04-16 10:44:00+05:30,12011400,16925700,-0.7096545489994506
2025-04-16 10:45:00+05:30,12107175,16959300,-0.7138959155153809
2025-04-16 10:46:00+05:30,12109050,16955100,-0.7141833430649185
2025-04-16 10:47:00+05:30,12107625,16945200,-0.7145165002478578
2025-04-16 10:48:00+05:30,12129675,16970400,-0.7147548083722246
2025-04-16 10:49:00+05:30,12142650,16981875,-0.7150358838467483
2025-04-16 10:50:00+05:30,12143175,16982850,-0.7150257465619728
2025-04-16 10:51:00+05:30,12149475,16993275,-0.7149578289058466
2025-04-16 10:52:00+05:30,12161625,16994775,-0.7156096506132031
2025-04-16 10:53:00+05:30,12167625,17000775,-0.7157100191020703
2025-04-16 10:54:00+05:30,12178500,16995150,-0.7165867909374145
2025-04-16 10:55:00+05:30,12186450,16997475,-0.7169564891255907
2025-04-16 10:56:00+05:30,12186075,16998225,-0.716902794262342
2025-04-16 10:57:00+05:30,12229725,17030325,-0.7181145985176443
2025-04-16 10:58:00+05:30,12230925,17036250,-0.7179352850539291
2025-04-16 10:59:00+05:30,12231150,17036325,-0.7179453315195619
2025-04-16 11:00:00+05:30,12294450,17056425,-0.7208104863709717
2025-04-16 11:01:00+05:30,12294375,17055675,-0.720837785663716
2025-04-16 11:02:00+05:30,12294375,17057175,-0.7207743955256366
2025-04-16 11:03:00+05:30,12351525,17062575,-0.7238957191396961
2025-04-16 11:04:00+05:30,12357450,17061450,-0.7242907255831128
2025-04-16 11:05:00+05:30,12357450,17061600,-0.7242843578562386
2025-04-16 11:06:00+05:30,12378600,17072100,-0.725077758447994
2025-04-16 11:07:00+05:30,12376575,17074425,-0.7248604272179004
2025-04-16 11:08:00+05:30,12376800,17078700,-0.7246921604103357
2025-04-16 11:09:00+05:30,12411000,17094300,-0.7260314841789368
2025-04-16 11:10:00+05:30,12415275,17093550,-0.7263134340145845
2025-04-16 11:11:00+05:30,12416925,17091900,-0.7264800870587822
2025-04-16 11:12:00+05:30,12427275,17095575,-0.7269293369775512
2025-04-16 11:13:00+05:30,12431700,17096700,-0.7271403253259401
2025-04-16 11:14:00+05:30,12439950,17095275,-0.7276835265884871
2025-04-16 11:15:00+05:30,12440625,17099550,-0.7275410756423415
2025-04-16 11:16:00+05:30,12441225,17101050,-0.7275123457331567
2025-04-16 11:17:00+05:30,12441075,17101050,-0.7275035743419264
2025-04-16 11:18:00+05:30,12467175,17084250,-0.7297466965187234
2025-04-16 11:19:00+05:30,12444300,17089500,-0.7281839726147634
2025-04-16 11:20:00+05:30,12475800,17089050,-0.7300464332423394
2025-04-16 11:21:00+05:30,12483375,17087475,-0.730557030807653
2025-04-16 11:22:00+05:30,12485100,17082975,-0.7308504519850905
2025-04-16 11:23:00+05:30,12484200,17082300,-0.7308266451239002
2025-04-16 11:24:00+05:30,12500400,17039700,-0.7336044648673392
2025-04-16 11:25:00+05:30,12427125,17064975,-0.728224037831875
2025-04-16 11:26:00+05:30,12497625,17074125,-0.7319628385056335
2025-04-16 11:27:00+05:30,12495750,17076150,-0.7317662353633577
2025-04-16 11:28:00+05:30,12495075,17068950,-0.7320353624563901
2025-04-16 11:29:00+05:30,12499275,17081250,-0.7317541163556531
2025-04-16 11:30:00+05:30,12438000,17102700,-0.7272535915381781
2025-04-16 11:31:00+05:30,12437325,17104275,-0.7271471605782764
2025-04-16 11:32:00+05:30,12439275,17104800,-0.7272388452364249
2025-04-16 11:33:00+05:30,12446400,17112675,-0.72732053872349
2025-04-16 11:34:00+05:30,12437400,17104125,-0.7271579224309925
2025-04-16 11:35:00+05:30,12441525,17106075,-0.727316172763185
2025-04-16 11:36:00+05:30,12451650,17124975,-0.727104711101768
2025-04-16 11:37:00+05:30,12446925,17127000,-0.7267428621474864
2025-04-16 11:38:00+05:30,12446625,17127975,-0.7266839775279915
2025-04-16 11:39:00+05:30,12443775,17128200,-0.7265080393736645
2025-04-16 11:40:00+05:30,12441825,17145675,-0.7256538456491214
2025-04-16 11:41:00+05:30,12439275,17145150,-0.7255273357188476
2025-04-16 11:42:00+05:30,12438075,17145825,-0.7254287851415724
2025-04-16 11:43:00+05:30,12435675,17139750,-0.7255458801907846
2025-04-16 11:44:00+05:30,12434700,17140875,-0.7254413791594653
2025-04-16 11:45:00+05:30,12444000,17148900,-0.7256442104158284
2025-04-16 11:46:00+05:30,12441675,17179350,-0.7242226859572685
2025-04-16 11:47:00+05:30,12441600,17148975,-0.7255010867996484
2025-04-16 11:48:00+05:30,12432525,17160900,-0.7244681223012779
2025-04-16 11:49:00+05:30,12434175,17193000,-0.7232114814168557
2025-04-16 11:50:00+05:30,12434250,17188650,-0.723398870766465
2025-04-16 11:51:00+05:30,12431850,17197800,-0.7228744374280431
2025-04-16 11:52:00+05:30,12425550,17165325,-0.7238750213002084
2025-04-16 11:53:00+05:30,12431025,17184900,-0.7233690623745265
2025-04-16 11:54:00+05:30,12421725,17173425,-0.7233108713026085
2025-04-16 11:55:00+05:30,12426600,17167050,-0.7238634477094201
2025-04-16 11:56:00+05:30,12425025,17177175,-0.723345078570836
2025-04-16 11:57:00+05:30,12424500,17212575,-0.7218269201441389
2025-04-16 11:58:00+05:30,12429150,17217750,-0.7218800365901468
2025-04-16 11:59:00+05:30,12429750,17220150,-0.7218142699105409
2025-04-16 12:00:00+05:30,12436350,17228850,-0.721832855936409
2025-04-16 12:01:00+05:30,12453600,17223600,-0.7230544137114192
2025-04-16 12:02:00+05:30,12480525,17232525,-0.7242423846766507
2025-04-16 12:03:00+05:30,12473775,17253525,-0.7229696540272206
2025-04-16 12:04:00+05:30,12473175,17259375,-0.7226898424769147
2025-04-16 12:05:00+05:30,12467625,17259375,-0.7223682781097229
2025-04-16 12:06:00+05:30,12476400,17265975,-0.7226003744358486
2025-04-16 12:07:00+05:30,12473250,17278425,-0.7218973951618854
2025-04-16 12:08:00+05:30,12472125,17279100,-0.7218040870184211
2025-04-16 12:09:00+05:30,12453750,17303775,-0.7197128950185725
2025-04-16 12:10:00+05:30,12475125,17304300,-0.7209263015551048
2025-04-16 12:11:00+05:30,12475275,17304600,-0.7209224714815714
2025-04-16 12:12:00+05:30,12476550,17305425,-0.7209617793264251
2025-04-16 12:13:00+05:30,12476250,17312400,-0.7206539821168643
2025-04-16 12:14:00+05:30,12475200,17310825,-0.720658894073506
2025-04-16 12:15:00+05:30,12473550,17291475,-0.7213699236184304
2025-04-16 12:16:00+05:30,12480300,17323875,-0.7204104162607962
2025-04-16 12:17:00+05:30,12478200,17323725,-0.7202954329972335
2025-04-16 12:18:00+05:30,12478275,17322975,-0.7203309477731163
2025-04-16 12:19:00+05:30,12478875,17323200,-0.7203562274868385
2025-04-16 12:20:00+05:30,12468975,17328150,-0.7195791241419309
2025-04-16 12:21:00+05:30,12476025,17337675,-0.7195904295126077
2025-04-16 12:22:00+05:30,12480375,17336850,-0.7198755829346162
2025-04-16 12:23:00+05:30,12473775,17326575,-0.719921565571961
2025-04-16 12:24:00+05:30,12471300,17329125,-0.7196728051762568
2025-04-16 12:25:00+05:30,12472875,17360850,-0.7184484054640182
2025-04-16 12:26:00+05:30,12472275,17361750,-0.7183766037409823
2025-04-16 12:27:00+05:30,12471975,17367675,-0.7181142553623326
2025-04-16 12:28:00+05:30,12470400,17372250,-0.7178344773993006
2025-04-16 12:29:00+05:30,12477600,17372175,-0.7182520323448273
2025-04-16 12:30:00+05:30,12480825,17380575,-0.7180904544297297
2025-04-16 12:31:00+05:30,12473175,17384025,-0.7175078843938616
2025-04-16 12:32:00+05:30,12485400,17385075,-0.7181677387069081
2025-04-16 12:33:00+05:30,12493050,17387775,-0.7184961848195068
2025-04-16 12:34:00+05:30,12486825,17391750,-0.71797403941524
2025-04-16 12:35:00+05:30,12494925,17393625,-0.7183623310264536
2025-04-16 12:36:00+05:30,12497325,17402025,-0.7181534907575412
2025-04-16 12:37:00+05:30,12496350,17404500,-0.7179953460311989
2025-04-16 12:38:00+05:30,12503025,17405250,-0.7183479122678502
2025-04-16 12:39:00+05:30,12512250,17411850,-0.7186054325071718
2025-04-16 12:40:00+05:30,12510225,17396025,-0.7191427351938158
2025-04-16 12:41:00+05:30,12511350,17428950,-0.7178487516459684
2025-04-16 12:42:00+05:30,12512925,17458650,-0.7167177874577931
2025-04-16 12:43:00+05:30,12517050,17461425,-0.7168401204369059
2025-04-16 12:44:00+05:30,12514650,17460675,-0.716733459617111
2025-04-16 12:45:00+05:30,12520950,17454000,-0.7173685115159849
2025-04-16 12:46:00+05:30,12519825,17468700,-0.716700441360834
2025-04-16 12:47:00+05:30,12524850,17466600,-0.7170743018103123
2025-04-16 12:48:00+05:30,12525000,17469975,-0.7169443573903226
2025-04-16 12:49:00+05:30,12466725,17485875,-0.7129597460807652
2025-04-16 12:50:00+05:30,12531375,17490900,-0.7164511260140988
2025-04-16 12:51:00+05:30,12528750,17508450,-0.7155830470429992
2025-04-16 12:52:00+05:30,12522450,17514450,-0.7149782037117922
2025-04-16 12:53:00+05:30,12532425,17517075,-0.7154405059063799
2025-04-16 12:54:00+05:30,12514875,17490675,-0.7155169826207394
2025-04-16 12:55:00+05:30,12522000,17504325,-0.7153660595310016
2025-04-16 12:56:00+05:30,12529650,17538300,-0.7144164485725526
2025-04-16 12:57:00+05:30,12538275,17565000,-0.7138215200683177
2025-04-16 12:58:00+05:30,12549825,17581575,-0.7138055037731261
2025-04-16 12:59:00+05:30,12546975,17581275,-0.7136555795868047
2025-04-16 13:00:00+05:30,12542925,17581050,-0.7134343511906286
2025-04-16 13:01:00+05:30,12545100,17646450,-0.7109135265166648
2025-04-16 13:02:00+05:30,12545850,17647575,-0.7109107058618536
2025-04-16 13:03:00+05:30,12538800,17652150,-0.7103270706401204
2025-04-16 13:04:00+05:30,12530925,17666550,-0.7093023255813954
2025-04-16 13:05:00+05:30,12538575,17667375,-0.7097022053361068
2025-04-16 13:06:00+05:30,12538575,17668050,-0.7096750914786861
2025-04-16 13:07:00+05:30,12538500,17689425,-0.7088133164305793
2025-04-16 13:08:00+05:30,12535200,17689125,-0.708638782302686
2025-04-16 13:09:00+05:30,12535125,17710725,-0.707770291730011
2025-04-16 13:10:00+05:30,12529275,17702475,-0.7077696762740803
2025-04-16 13:11:00+05:30,12532050,17746500,-0.7061702307497253
2025-04-16 13:12:00+05:30,12530850,17715375,-0.7073431976461125
2025-04-16 13:13:00+05:30,12537975,17786550,-0.7049132631117333
2025-04-16 13:14:00+05:30,12537825,17787375,-0.7048721354331373
