timestamp,tradingsymbol,order_price,quantity,type,pnl,realized_pnl
2025-05-16 09:59:00+05:30,BHARTIARTL,10.7,1,BUY,-10.7,0.0
2025-05-16 11:13:00+05:30,BHARTIARTL,10.35,1,SELL,10.35,-0.34999999999999964
